INSTID,UKPRN,"Region 
of provider",HE provider ,"Unit of 
assessment number",Unit of assessment name,"Multiple 
submission letter","Scaled FTE 
of eligible staff",
0155,10007154,EMID,University of Nottingham,08,Chemistry,Z,43,
0155,10007154,EMID,University of Nottingham,09,Physics,Z,64,
0155,10007154,EMID,University of Nottingham,10,Mathematical Sciences,Z,62,
0155,10007154,EMID,University of Nottingham,11,Computer Science and Informatics,Z,51,
0155,10007154,EMID,University of Nottingham,15,General Engineering,Z,174,
0155,10007154,EMID,University of Nottingham,16,"Architecture, Built Environment and Planning",Z,46,
0155,10007154,EMID,University of Nottingham,17,"Geography, Environmental Studies and Archaeology",A,13,
0155,10007154,EMID,University of Nottingham,17,"Geography, Environmental Studies and Archaeology",B,43,
0155,10007154,EMID,University of Nottingham,18,Economics and Econometrics,Z,46,
0155,10007154,EMID,University of Nottingham,19,Business and Management Studies,Z,114,
0155,10007154,EMID,University of Nottingham,20,Law,Z,52,
0155,10007154,EMID,University of Nottingham,21,Politics and International Studies,Z,36,
0155,10007154,EMID,University of Nottingham,22,Social Work and Social Policy,Z,40,
0155,10007154,EMID,University of Nottingham,25,Education,Z,50,
0155,10007154,EMID,University of Nottingham,27,Area Studies,A,22,
0155,10007154,EMID,University of Nottingham,27,Area Studies,B,25,
0155,10007154,EMID,University of Nottingham,28,Modern Languages and Linguistics,Z,59,
0155,10007154,EMID,University of Nottingham,29,English Language and Literature,Z,44,
0155,10007154,EMID,University of Nottingham,30,History,Z,32,
0155,10007154,EMID,University of Nottingham,31,Classics,Z,14,
0155,10007154,EMID,University of Nottingham,32,Philosophy,Z,14,
0155,10007154,EMID,University of Nottingham,33,Theology and Religious Studies,Z,16,
0155,10007154,EMID,University of Nottingham,34,"Art and Design: History, Practice and Theory",Z,10,
0155,10007154,EMID,University of Nottingham,35,"Music, Drama, Dance and Performing Arts",Z,11,
0155,10007154,EMID,University of Nottingham,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,19,
0071,10004797,EMID,The Nottingham Trent University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,48,
0071,10004797,EMID,The Nottingham Trent University,04,"Psychology, Psychiatry and Neuroscience",Z,44,
0071,10004797,EMID,The Nottingham Trent University,05,Biological Sciences,Z,9,
0071,10004797,EMID,The Nottingham Trent University,06,"Agriculture, Veterinary and Food Science",Z,34,
0071,10004797,EMID,The Nottingham Trent University,07,Earth Systems and Environmental Sciences,Z,9,
0071,10004797,EMID,The Nottingham Trent University,08,Chemistry,Z,9,
0071,10004797,EMID,The Nottingham Trent University,09,Physics,Z,3,
0071,10004797,EMID,The Nottingham Trent University,10,Mathematical Sciences,Z,6,
0071,10004797,EMID,The Nottingham Trent University,11,Computer Science and Informatics,Z,42,
0071,10004797,EMID,The Nottingham Trent University,14,Civil and Construction engineering,Z,12,
0071,10004797,EMID,The Nottingham Trent University,15,General Engineering,Z,32,
0071,10004797,EMID,The Nottingham Trent University,16,"Architecture, Built Environment and Planning",Z,65,
0071,10004797,EMID,The Nottingham Trent University,17,"Geography, Environmental Studies and Archaeology",Z,24,
0071,10004797,EMID,The Nottingham Trent University,18,Economics and Econometrics,Z,21,
0071,10004797,EMID,The Nottingham Trent University,19,Business and Management Studies,Z,136,
0071,10004797,EMID,The Nottingham Trent University,20,Law,Z,91,
0071,10004797,EMID,The Nottingham Trent University,21,Politics and International Studies,Z,24,
0071,10004797,EMID,The Nottingham Trent University,22,Social Work and Social Policy,Z,37,
0071,10004797,EMID,The Nottingham Trent University,23,Sociology,Z,33,
0071,10004797,EMID,The Nottingham Trent University,25,Education,Z,89,
0071,10004797,EMID,The Nottingham Trent University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,20,
0071,10004797,EMID,The Nottingham Trent University,28,Modern Languages and Linguistics,Z,37,
0071,10004797,EMID,The Nottingham Trent University,29,English Language and Literature,Z,24,
0071,10004797,EMID,The Nottingham Trent University,30,History,Z,14,
0071,10004797,EMID,The Nottingham Trent University,32,Philosophy,Z,1,
0071,10004797,EMID,The Nottingham Trent University,34,"Art and Design: History, Practice and Theory",Z,139,
0071,10004797,EMID,The Nottingham Trent University,35,"Music, Drama, Dance and Performing Arts",Z,9,
0071,10004797,EMID,The Nottingham Trent University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,41,
0001,10007773,SEAS,The Open University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,81,
0001,10007773,SEAS,The Open University,04,"Psychology, Psychiatry and Neuroscience",Z,29,
0001,10007773,SEAS,The Open University,05,Biological Sciences,Z,22,
0001,10007773,SEAS,The Open University,07,Earth Systems and Environmental Sciences,Z,71,
0001,10007773,SEAS,The Open University,08,Chemistry,Z,8,
0001,10007773,SEAS,The Open University,09,Physics,Z,11,
0001,10007773,SEAS,The Open University,10,Mathematical Sciences,Z,47,
0001,10007773,SEAS,The Open University,11,Computer Science and Informatics,Z,58,
0001,10007773,SEAS,The Open University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,21,
0001,10007773,SEAS,The Open University,15,General Engineering,Z,65,
0001,10007773,SEAS,The Open University,17,"Geography, Environmental Studies and Archaeology",Z,21,
0001,10007773,SEAS,The Open University,18,Economics and Econometrics,Z,8,
0001,10007773,SEAS,The Open University,19,Business and Management Studies,Z,90,
0001,10007773,SEAS,The Open University,20,Law,Z,21,
0001,10007773,SEAS,The Open University,21,Politics and International Studies,Z,11,
0001,10007773,SEAS,The Open University,22,Social Work and Social Policy,Z,45,
0001,10007773,SEAS,The Open University,23,Sociology,Z,43,
0001,10007773,SEAS,The Open University,24,Anthropology and Development Studies,Z,23,
0001,10007773,SEAS,The Open University,25,Education,Z,141,
0001,10007773,SEAS,The Open University,28,Modern Languages and Linguistics,Z,34,
0001,10007773,SEAS,The Open University,29,English Language and Literature,Z,27,
0001,10007773,SEAS,The Open University,30,History,Z,21,
0001,10007773,SEAS,The Open University,31,Classics,Z,15,
0001,10007773,SEAS,The Open University,32,Philosophy,Z,9,
0001,10007773,SEAS,The Open University,33,Theology and Religious Studies,Z,9,
0001,10007773,SEAS,The Open University,34,"Art and Design: History, Practice and Theory",Z,29,
0001,10007773,SEAS,The Open University,35,"Music, Drama, Dance and Performing Arts",Z,13,
0072,10004930,SEAS,Oxford Brookes University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,134,
0072,10004930,SEAS,Oxford Brookes University,04,"Psychology, Psychiatry and Neuroscience",Z,19,
0072,10004930,SEAS,Oxford Brookes University,05,Biological Sciences,Z,34,
0072,10004930,SEAS,Oxford Brookes University,11,Computer Science and Informatics,Z,33,
0072,10004930,SEAS,Oxford Brookes University,15,General Engineering,Z,39,
0072,10004930,SEAS,Oxford Brookes University,16,"Architecture, Built Environment and Planning",Z,70,
0072,10004930,SEAS,Oxford Brookes University,17,"Geography, Environmental Studies and Archaeology",Z,14,
0072,10004930,SEAS,Oxford Brookes University,19,Business and Management Studies,Z,124,
0072,10004930,SEAS,Oxford Brookes University,20,Law,Z,20,
0072,10004930,SEAS,Oxford Brookes University,21,Politics and International Studies,Z,18,
0072,10004930,SEAS,Oxford Brookes University,23,Sociology,Z,2,
0072,10004930,SEAS,Oxford Brookes University,24,Anthropology and Development Studies,Z,5,
0072,10004930,SEAS,Oxford Brookes University,25,Education,Z,62,
0072,10004930,SEAS,Oxford Brookes University,28,Modern Languages and Linguistics,Z,9,
0072,10004930,SEAS,Oxford Brookes University,29,English Language and Literature,Z,22,
0072,10004930,SEAS,Oxford Brookes University,30,History,Z,35,
0072,10004930,SEAS,Oxford Brookes University,32,Philosophy,Z,12,
0072,10004930,SEAS,Oxford Brookes University,33,Theology and Religious Studies,Z,2,
0072,10004930,SEAS,Oxford Brookes University,34,"Art and Design: History, Practice and Theory",Z,15,
0072,10004930,SEAS,Oxford Brookes University,35,"Music, Drama, Dance and Performing Arts",Z,14,
0072,10004930,SEAS,Oxford Brookes University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,7,
0156,10007774,SEAS,The University of Oxford,01,Clinical Medicine,Z,322,
0156,10007774,SEAS,The University of Oxford,02,"Public Health, Health Services and Primary Care",Z,65,
0156,10007774,SEAS,The University of Oxford,04,"Psychology, Psychiatry and Neuroscience",Z,128,
0156,10007774,SEAS,The University of Oxford,05,Biological Sciences,Z,274,
0156,10007774,SEAS,The University of Oxford,07,Earth Systems and Environmental Sciences,Z,42,
0156,10007774,SEAS,The University of Oxford,08,Chemistry,Z,86,
0156,10007774,SEAS,The University of Oxford,09,Physics,Z,142,
0156,10007774,SEAS,The University of Oxford,10,Mathematical Sciences,Z,157,
0156,10007774,SEAS,The University of Oxford,11,Computer Science and Informatics,Z,78,
0156,10007774,SEAS,The University of Oxford,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,35,
0156,10007774,SEAS,The University of Oxford,15,General Engineering,Z,93,
0156,10007774,SEAS,The University of Oxford,17,"Geography, Environmental Studies and Archaeology",A,42,
0156,10007774,SEAS,The University of Oxford,17,"Geography, Environmental Studies and Archaeology",B,72,
0156,10007774,SEAS,The University of Oxford,18,Economics and Econometrics,Z,97,
0156,10007774,SEAS,The University of Oxford,19,Business and Management Studies,Z,83,
0156,10007774,SEAS,The University of Oxford,20,Law,Z,115,
0156,10007774,SEAS,The University of Oxford,21,Politics and International Studies,Z,79,
0156,10007774,SEAS,The University of Oxford,22,Social Work and Social Policy,Z,30,
0156,10007774,SEAS,The University of Oxford,23,Sociology,Z,36,
0156,10007774,SEAS,The University of Oxford,24,Anthropology and Development Studies,A,64,
0156,10007774,SEAS,The University of Oxford,24,Anthropology and Development Studies,B,51,
0156,10007774,SEAS,The University of Oxford,25,Education,Z,46,
0156,10007774,SEAS,The University of Oxford,27,Area Studies,Z,97,
0156,10007774,SEAS,The University of Oxford,28,Modern Languages and Linguistics,Z,112,
0156,10007774,SEAS,The University of Oxford,29,English Language and Literature,Z,97,
0156,10007774,SEAS,The University of Oxford,30,History,Z,133,
0156,10007774,SEAS,The University of Oxford,31,Classics,Z,64,
0156,10007774,SEAS,The University of Oxford,32,Philosophy,Z,65,
0156,10007774,SEAS,The University of Oxford,33,Theology and Religious Studies,Z,32,
0156,10007774,SEAS,The University of Oxford,34,"Art and Design: History, Practice and Theory",Z,8,
0156,10007774,SEAS,The University of Oxford,35,"Music, Drama, Dance and Performing Arts",Z,20,
0156,10007774,SEAS,The University of Oxford,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,10,
0073,10007801,SWES,University of Plymouth,01,Clinical Medicine,Z,32,
0073,10007801,SWES,University of Plymouth,02,"Public Health, Health Services and Primary Care",Z,9,
0073,10007801,SWES,University of Plymouth,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,112,
0073,10007801,SWES,University of Plymouth,04,"Psychology, Psychiatry and Neuroscience",Z,38,
0073,10007801,SWES,University of Plymouth,05,Biological Sciences,Z,2,
0073,10007801,SWES,University of Plymouth,06,"Agriculture, Veterinary and Food Science",Z,37,
0073,10007801,SWES,University of Plymouth,07,Earth Systems and Environmental Sciences,Z,67,
0073,10007801,SWES,University of Plymouth,08,Chemistry,Z,7,
0073,10007801,SWES,University of Plymouth,10,Mathematical Sciences,Z,34,
0073,10007801,SWES,University of Plymouth,11,Computer Science and Informatics,Z,21,
0073,10007801,SWES,University of Plymouth,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,19,
0073,10007801,SWES,University of Plymouth,14,Civil and Construction engineering,Z,1,
0073,10007801,SWES,University of Plymouth,15,General Engineering,Z,30,
0073,10007801,SWES,University of Plymouth,16,"Architecture, Built Environment and Planning",Z,19,
0073,10007801,SWES,University of Plymouth,17,"Geography, Environmental Studies and Archaeology",Z,37,
0073,10007801,SWES,University of Plymouth,18,Economics and Econometrics,Z,5,
0073,10007801,SWES,University of Plymouth,19,Business and Management Studies,Z,54,
0073,10007801,SWES,University of Plymouth,20,Law,Z,16,
0073,10007801,SWES,University of Plymouth,21,Politics and International Studies,Z,4,
0073,10007801,SWES,University of Plymouth,22,Social Work and Social Policy,Z,44,
0073,10007801,SWES,University of Plymouth,23,Sociology,Z,5,
0073,10007801,SWES,University of Plymouth,25,Education,Z,61,
0073,10007801,SWES,University of Plymouth,28,Modern Languages and Linguistics,Z,1,
0073,10007801,SWES,University of Plymouth,29,English Language and Literature,Z,12,
0073,10007801,SWES,University of Plymouth,30,History,Z,12,
0073,10007801,SWES,University of Plymouth,34,"Art and Design: History, Practice and Theory",Z,33,
0073,10007801,SWES,University of Plymouth,35,"Music, Drama, Dance and Performing Arts",Z,15,
0074,10007155,SEAS,The University of Portsmouth,02,"Public Health, Health Services and Primary Care",Z,15,
0074,10007155,SEAS,The University of Portsmouth,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,28,
0074,10007155,SEAS,The University of Portsmouth,04,"Psychology, Psychiatry and Neuroscience",Z,27,
0074,10007155,SEAS,The University of Portsmouth,05,Biological Sciences,Z,21,
0074,10007155,SEAS,The University of Portsmouth,07,Earth Systems and Environmental Sciences,Z,32,
0074,10007155,SEAS,The University of Portsmouth,08,Chemistry,Z,9,
0074,10007155,SEAS,The University of Portsmouth,09,Physics,Z,20,
0074,10007155,SEAS,The University of Portsmouth,10,Mathematical Sciences,Z,21,
0074,10007155,SEAS,The University of Portsmouth,11,Computer Science and Informatics,Z,59,
0074,10007155,SEAS,The University of Portsmouth,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,31,
0074,10007155,SEAS,The University of Portsmouth,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,28,
0074,10007155,SEAS,The University of Portsmouth,14,Civil and Construction engineering,Z,28,
0074,10007155,SEAS,The University of Portsmouth,16,"Architecture, Built Environment and Planning",Z,31,
0074,10007155,SEAS,The University of Portsmouth,17,"Geography, Environmental Studies and Archaeology",Z,23,
0074,10007155,SEAS,The University of Portsmouth,18,Economics and Econometrics,Z,15,
0074,10007155,SEAS,The University of Portsmouth,19,Business and Management Studies,Z,132,
0074,10007155,SEAS,The University of Portsmouth,20,Law,Z,17,
0074,10007155,SEAS,The University of Portsmouth,21,Politics and International Studies,Z,9,
0074,10007155,SEAS,The University of Portsmouth,22,Social Work and Social Policy,Z,40,
0074,10007155,SEAS,The University of Portsmouth,23,Sociology,Z,30,
0074,10007155,SEAS,The University of Portsmouth,25,Education,Z,47,
0074,10007155,SEAS,The University of Portsmouth,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,19,
0074,10007155,SEAS,The University of Portsmouth,27,Area Studies,Z,47,
0074,10007155,SEAS,The University of Portsmouth,28,Modern Languages and Linguistics,Z,61,
0074,10007155,SEAS,The University of Portsmouth,29,English Language and Literature,Z,20,
0074,10007155,SEAS,The University of Portsmouth,30,History,Z,8,
0074,10007155,SEAS,The University of Portsmouth,34,"Art and Design: History, Practice and Theory",Z,46,
0074,10007155,SEAS,The University of Portsmouth,35,"Music, Drama, Dance and Performing Arts",Z,5,
0074,10007155,SEAS,The University of Portsmouth,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,28,
0074,10007155,SEAS,The University of Portsmouth,N/A,UoA not recorded,Not recorded,151,
0139,10007775,LOND,Queen Mary University of London† ,01,Clinical Medicine,Z,..,
0139,10007775,LOND,Queen Mary University of London† ,02,"Public Health, Health Services and Primary Care",Z,..,
0139,10007775,LOND,Queen Mary University of London† ,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,..,
0139,10007775,LOND,Queen Mary University of London† ,05,Biological Sciences,Z,..,
0139,10007775,LOND,Queen Mary University of London,08,Chemistry,Z,16,
0139,10007775,LOND,Queen Mary University of London† ,09,Physics,Z,..,
0139,10007775,LOND,Queen Mary University of London,10,Mathematical Sciences,Z,44,
0139,10007775,LOND,Queen Mary University of London† ,11,Computer Science and Informatics,Z,..,
0139,10007775,LOND,Queen Mary University of London,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,21,
0139,10007775,LOND,Queen Mary University of London† ,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,..,
0139,10007775,LOND,Queen Mary University of London† ,15,General Engineering,Z,..,
0139,10007775,LOND,Queen Mary University of London† ,17,"Geography, Environmental Studies and Archaeology",Z,..,
0139,10007775,LOND,Queen Mary University of London,18,Economics and Econometrics,Z,31,
0139,10007775,LOND,Queen Mary University of London† ,19,Business and Management Studies,Z,..,
0139,10007775,LOND,Queen Mary University of London† ,20,Law,Z,..,
0139,10007775,LOND,Queen Mary University of London,21,Politics and International Studies,Z,25,
0139,10007775,LOND,Queen Mary University of London,28,Modern Languages and Linguistics,A,11,
0139,10007775,LOND,Queen Mary University of London,28,Modern Languages and Linguistics,B,43,
0139,10007775,LOND,Queen Mary University of London,29,English Language and Literature,Z,42,
0139,10007775,LOND,Queen Mary University of London,30,History,Z,47,
0139,10007775,LOND,Queen Mary University of London,35,"Music, Drama, Dance and Performing Arts",Z,18,
0157,10007802,SEAS,The University of Reading,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,26,
0157,10007802,SEAS,The University of Reading,04,"Psychology, Psychiatry and Neuroscience",Z,44,
0157,10007802,SEAS,The University of Reading,05,Biological Sciences,Z,30,
0157,10007802,SEAS,The University of Reading,06,"Agriculture, Veterinary and Food Science",Z,82,
0157,10007802,SEAS,The University of Reading,07,Earth Systems and Environmental Sciences,Z,78,
0157,10007802,SEAS,The University of Reading,08,Chemistry,Z,25,
0157,10007802,SEAS,The University of Reading,10,Mathematical Sciences,Z,29,
0157,10007802,SEAS,The University of Reading,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,32,
0157,10007802,SEAS,The University of Reading,16,"Architecture, Built Environment and Planning",Z,48,
0157,10007802,SEAS,The University of Reading,17,"Geography, Environmental Studies and Archaeology",A,20,
0157,10007802,SEAS,The University of Reading,17,"Geography, Environmental Studies and Archaeology",B,25,
0157,10007802,SEAS,The University of Reading,19,Business and Management Studies,Z,66,
0157,10007802,SEAS,The University of Reading,20,Law,Z,28,
0157,10007802,SEAS,The University of Reading,21,Politics and International Studies,Z,17,
0157,10007802,SEAS,The University of Reading,25,Education,Z,27,
0157,10007802,SEAS,The University of Reading,28,Modern Languages and Linguistics,Z,21,
0157,10007802,SEAS,The University of Reading,29,English Language and Literature,Z,31,
0157,10007802,SEAS,The University of Reading,30,History,Z,18,
0157,10007802,SEAS,The University of Reading,31,Classics,Z,14,
0157,10007802,SEAS,The University of Reading,32,Philosophy,Z,12,
0157,10007802,SEAS,The University of Reading,34,"Art and Design: History, Practice and Theory",A,14,
0157,10007802,SEAS,The University of Reading,34,"Art and Design: History, Practice and Theory",B,11,
0157,10007802,SEAS,The University of Reading,35,"Music, Drama, Dance and Performing Arts",Z,11,
0031,10007776,LOND,Roehampton University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,16,
0031,10007776,LOND,Roehampton University,04,"Psychology, Psychiatry and Neuroscience",Z,18,
0031,10007776,LOND,Roehampton University,19,Business and Management Studies,Z,14,
0031,10007776,LOND,Roehampton University,23,Sociology,Z,15,
0031,10007776,LOND,Roehampton University,24,Anthropology and Development Studies,Z,11,
0031,10007776,LOND,Roehampton University,25,Education,Z,26,
0031,10007776,LOND,Roehampton University,28,Modern Languages and Linguistics,Z,15,
0031,10007776,LOND,Roehampton University,29,English Language and Literature,Z,28,
0031,10007776,LOND,Roehampton University,30,History,Z,19,
0031,10007776,LOND,Roehampton University,33,Theology and Religious Studies,Z,7,
0031,10007776,LOND,Roehampton University,35,"Music, Drama, Dance and Performing Arts",A,16,
0031,10007776,LOND,Roehampton University,35,"Music, Drama, Dance and Performing Arts",B,13,
0031,10007776,LOND,Roehampton University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,21,
0031,10007776,LOND,Roehampton University,N/A,UoA not recorded,Not recorded,4,
0032,10005523,LOND,Rose Bruford College,35,"Music, Drama, Dance and Performing Arts",Z,40,
0033,10007835,LOND,Royal Academy of Music,35,"Music, Drama, Dance and Performing Arts",Z,20,
0195,10005545,SWES,Royal Agricultural University,06,"Agriculture, Veterinary and Food Science",Z,25,
0195,10005545,SWES,Royal Agricultural University,16,"Architecture, Built Environment and Planning",Z,12,
0195,10005545,SWES,Royal Agricultural University,19,Business and Management Studies,Z,9,
0003,10007777,LOND,Royal College of Art,34,"Art and Design: History, Practice and Theory",Z,92,
0034,10007778,LOND,Royal College of Music,35,"Music, Drama, Dance and Performing Arts",Z,62,
0141,10005553,SEAS,Royal Holloway and Bedford New College,04,"Psychology, Psychiatry and Neuroscience",Z,40,
0141,10005553,SEAS,Royal Holloway and Bedford New College,05,Biological Sciences,Z,33,
0141,10005553,SEAS,Royal Holloway and Bedford New College,07,Earth Systems and Environmental Sciences,Z,28,
0141,10005553,SEAS,Royal Holloway and Bedford New College,09,Physics,Z,30,
0141,10005553,SEAS,Royal Holloway and Bedford New College,10,Mathematical Sciences,Z,18,
0141,10005553,SEAS,Royal Holloway and Bedford New College,11,Computer Science and Informatics,Z,33,
0141,10005553,SEAS,Royal Holloway and Bedford New College,17,"Geography, Environmental Studies and Archaeology",Z,29,
0141,10005553,SEAS,Royal Holloway and Bedford New College,18,Economics and Econometrics,Z,23,
0141,10005553,SEAS,Royal Holloway and Bedford New College,19,Business and Management Studies,Z,63,
0141,10005553,SEAS,Royal Holloway and Bedford New College,20,Law,Z,1,
0141,10005553,SEAS,Royal Holloway and Bedford New College,21,Politics and International Studies,Z,25,
0141,10005553,SEAS,Royal Holloway and Bedford New College,22,Social Work and Social Policy,Z,9,
0141,10005553,SEAS,Royal Holloway and Bedford New College,23,Sociology,Z,1,
0141,10005553,SEAS,Royal Holloway and Bedford New College,28,Modern Languages and Linguistics,Z,25,
0141,10005553,SEAS,Royal Holloway and Bedford New College,29,English Language and Literature,Z,28,
0141,10005553,SEAS,Royal Holloway and Bedford New College,30,History,Z,35,
0141,10005553,SEAS,Royal Holloway and Bedford New College,31,Classics,Z,12,
0141,10005553,SEAS,Royal Holloway and Bedford New College,35,"Music, Drama, Dance and Performing Arts",A,15,
0141,10005553,SEAS,Royal Holloway and Bedford New College,35,"Music, Drama, Dance and Performing Arts",B,18,
0141,10005553,SEAS,Royal Holloway and Bedford New College,35,"Music, Drama, Dance and Performing Arts",Z,3,
0141,10005553,SEAS,Royal Holloway and Bedford New College,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,20,
0035,10007837,NWES,Royal Northern College of Music,35,"Music, Drama, Dance and Performing Arts",Z,43,
0143,10007779,LOND,The Royal Veterinary College,06,"Agriculture, Veterinary and Food Science",Z,126,
0145,10007782,LOND,St George's Hospital Medical School,01,Clinical Medicine,Z,91,
0145,10007782,LOND,St George's Hospital Medical School,02,"Public Health, Health Services and Primary Care",Z,16,
0145,10007782,LOND,St George's Hospital Medical School,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,1,
0039,10007843,LOND,"St Mary's University, Twickenham",02,"Public Health, Health Services and Primary Care",Z,6,
0039,10007843,LOND,"St Mary's University, Twickenham",03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,9,
0039,10007843,LOND,"St Mary's University, Twickenham",04,"Psychology, Psychiatry and Neuroscience",Z,6,
0039,10007843,LOND,"St Mary's University, Twickenham",09,Physics,Z,2,
0039,10007843,LOND,"St Mary's University, Twickenham",10,Mathematical Sciences,Z,1,
0039,10007843,LOND,"St Mary's University, Twickenham",17,"Geography, Environmental Studies and Archaeology",Z,2,
0039,10007843,LOND,"St Mary's University, Twickenham",19,Business and Management Studies,Z,6,
0039,10007843,LOND,"St Mary's University, Twickenham",20,Law,Z,6,
0039,10007843,LOND,"St Mary's University, Twickenham",23,Sociology,Z,4,
0039,10007843,LOND,"St Mary's University, Twickenham",25,Education,Z,67,
0039,10007843,LOND,"St Mary's University, Twickenham",26,"Sport and Exercise Sciences, Leisure and Tourism",Z,32,
0039,10007843,LOND,"St Mary's University, Twickenham",29,English Language and Literature,Z,13,
0039,10007843,LOND,"St Mary's University, Twickenham",30,History,Z,7,
0039,10007843,LOND,"St Mary's University, Twickenham",32,Philosophy,Z,5,
0039,10007843,LOND,"St Mary's University, Twickenham",33,Theology and Religious Studies,Z,9,
0039,10007843,LOND,"St Mary's University, Twickenham",35,"Music, Drama, Dance and Performing Arts",Z,6,
0039,10007843,LOND,"St Mary's University, Twickenham",36,"Communication, Cultural and Media Studies, Library and Information Management",Z,12,
0158,10007156,NWES,The University of Salford,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,277,
0158,10007156,NWES,The University of Salford,05,Biological Sciences,Z,35,
0158,10007156,NWES,The University of Salford,11,Computer Science and Informatics,Z,13,
0158,10007156,NWES,The University of Salford,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,86,
0158,10007156,NWES,The University of Salford,16,"Architecture, Built Environment and Planning",Z,77,
0158,10007156,NWES,The University of Salford,17,"Geography, Environmental Studies and Archaeology",Z,11,
0158,10007156,NWES,The University of Salford,19,Business and Management Studies,Z,79,
0158,10007156,NWES,The University of Salford,22,Social Work and Social Policy,Z,9,
0158,10007156,NWES,The University of Salford,28,Modern Languages and Linguistics,Z,23,
0158,10007156,NWES,The University of Salford,29,English Language and Literature,Z,34,
0158,10007156,NWES,The University of Salford,34,"Art and Design: History, Practice and Theory",Z,33,
0158,10007156,NWES,The University of Salford,35,"Music, Drama, Dance and Performing Arts",Z,33,
0158,10007156,NWES,The University of Salford,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,17,
0146,10007780,LOND,The School of Oriental and African Studies,19,Business and Management Studies,Z,26,
0146,10007780,LOND,The School of Oriental and African Studies,20,Law,Z,35,
0146,10007780,LOND,The School of Oriental and African Studies,21,Politics and International Studies,Z,32,
0146,10007780,LOND,The School of Oriental and African Studies,24,Anthropology and Development Studies,A,21,
0146,10007780,LOND,The School of Oriental and African Studies,24,Anthropology and Development Studies,B,54,
0146,10007780,LOND,The School of Oriental and African Studies,27,Area Studies,Z,62,
0146,10007780,LOND,The School of Oriental and African Studies,28,Modern Languages and Linguistics,Z,19,
0146,10007780,LOND,The School of Oriental and African Studies,30,History,Z,22,
0146,10007780,LOND,The School of Oriental and African Studies,33,Theology and Religious Studies,Z,19,
0146,10007780,LOND,The School of Oriental and African Studies,34,"Art and Design: History, Practice and Theory",Z,12,
0146,10007780,LOND,The School of Oriental and African Studies,35,"Music, Drama, Dance and Performing Arts",Z,8,
0075,10005790,YORH,Sheffield Hallam University,02,"Public Health, Health Services and Primary Care",Z,35,
0075,10005790,YORH,Sheffield Hallam University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,189,
0075,10005790,YORH,Sheffield Hallam University,04,"Psychology, Psychiatry and Neuroscience",Z,33,
0075,10005790,YORH,Sheffield Hallam University,05,Biological Sciences,Z,29,
0075,10005790,YORH,Sheffield Hallam University,06,"Agriculture, Veterinary and Food Science",Z,20,
0075,10005790,YORH,Sheffield Hallam University,08,Chemistry,Z,7,
0075,10005790,YORH,Sheffield Hallam University,10,Mathematical Sciences,Z,19,
0075,10005790,YORH,Sheffield Hallam University,11,Computer Science and Informatics,Z,73,
0075,10005790,YORH,Sheffield Hallam University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,39,
0075,10005790,YORH,Sheffield Hallam University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,35,
0075,10005790,YORH,Sheffield Hallam University,14,Civil and Construction engineering,Z,10,
0075,10005790,YORH,Sheffield Hallam University,15,General Engineering,Z,2,
0075,10005790,YORH,Sheffield Hallam University,16,"Architecture, Built Environment and Planning",Z,72,
0075,10005790,YORH,Sheffield Hallam University,17,"Geography, Environmental Studies and Archaeology",Z,18,
0075,10005790,YORH,Sheffield Hallam University,19,Business and Management Studies,Z,197,
