UKPRN,UnitOfAssessment,MultipleSubmission,Identifier,OutputType,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsNonEnglishOutput,IsInterdisciplinary,ProposeDoubleWeighting,IsReserveOutput,DoubleWeightingStatement,EnglishAbstract,ResearchGroup,CitedByCount,CrossReferToUoa,CitationsApplicable,AdditionalInformation
10007760,18,,667456,C,"Auto-tail dependence coefficients for stationary solutions of linear stochastic recurrence equations and for GARCH(1,1)",,Springer,"Seminar on Stochastic Analysis, Random Fields and Applications VI",,,,,9783034800204,,10.1007/978-3-0348-0021-1_20,,2010,http://eprints.bbk.ac.uk/6987/,0,False,True,False,False,,,,,10,False,
10007760,18,,667458,D,Adiabatic spectrum for relativistic hydrogen in a strong homogeneous magnetic field,,Springer,Few-Body Systems,45,2-4,179,,,0177-7963,10.1007/s00601-009-0014-y,,2009,http://eprints.bbk.ac.uk/6989/,2,False,,False,False,,,,0,,True,
10007760,18,,667460,D,Serial dependence in ARCH-models as measured by tail dependence coefficients,,,Extremes,11,2,167,,,1386-1999,10.1007/s10687-007-0050-2,,2008,http://eprints.bbk.ac.uk/1924/,0,False,True,False,False,,,,1,10,True,
10007760,18,,667462,D,Ensuring sales: a theory of inter-firm credit,,,American Economic Journal: Microeconomics,39,1,245,,,1945-7669,10.1257/mic.3.1.245,,2010,http://eprints.bbk.ac.uk/2910/,1,False,,False,False,,,,3,,True,
10007760,18,,667464,D,A dynamic mechanism and surplus extraction under ambiguity,,Elsevier,Journal of Economic theory,144,5,2084,,,0022-0531,10.1016/j.jet.2009.02.003,,2009,http://eprints.bbk.ac.uk/1931/,1,False,,False,False,,,,2,,True,
10007760,18,,667467,D,Optimal sale across venues and auctions with a buy-now option,,Springer,Economic Theory,38,1,137,,,0938-2259,10.1007/s00199-008-0345-9,,2009,http://eprints.bbk.ac.uk/1933/,1,False,,False,False,,,,6,,True,
10007760,18,,667469,D,Optimal collective contract without peer information or peer monitoring,,,Journal of Development Economics,86,1,147,,,0304-3878,10.1016/j.jdeveco.2007.06.010,,2008,http://eprints.bbk.ac.uk/1932/,0,False,,False,False,,,,0,,True,
10007760,18,,667472,D,Liquidity when it matters: QE and Tobin's q,,Oxford Journals,Oxford Economic Papers,65,S1,i115,,,0030-7653,10.1093/oep/gps053,,2013,http://eprints.bbk.ac.uk/6770/,1,False,,False,False,,,,1,,True,
10007760,18,,667475,N,EEAG report on the European economy 2013 - rebalancing Europe,,CESifo Group Munich,,,,,,,,,,2013,http://eprints.bbk.ac.uk/6775/,5,False,,False,False,,,,,,False,
10007760,18,,667478,D,Bubbles in exchange rates and monetary policy,,Wiley,Scottish Journal of Political Economy,58,1,29,,,0036-9292,10.1111/j.1467-9485.2010.00539.x,,2011,http://eprints.bbk.ac.uk/6964/,2,False,,False,False,,,,0,,True,
10007760,18,,667480,D,"Financial shocks, unemployment, and public policy",,,The Manchester School,n/a,,n/a,n/a,,1463-6786,10.1111/manc.12012,,2013,http://eprints.bbk.ac.uk/6773/,0,False,,False,False,,,,0,,True,
10007760,18,,667482,D,Generation of finite quasisimple groups with an application to groups acting on Beauville surfaces,,,Proceedings of the London Mathematical Society,n/a,,n/a,,,0024-6115,10.1112/plms/pds097,,2013,http://eprints.bbk.ac.uk/6966/,2,False,,False,False,,,,0,10,True,
10007760,18,,667484,D,A note on Beauville p-groups,,,Experimental Mathematics,21,3,298,,,1058-6458,10.1080/10586458.2012.669267,,2012,http://eprints.bbk.ac.uk/5419/,2,False,,False,False,,,,1,10,True,
10007760,18,,667486,D,"Symmetric representation of the elements of the Conway
group .0",,,Journal of Symbolic Computation,44,8,1044,,,0747-7171,10.1016/j.jsc.2009.02.002,,2009,http://eprints.bbk.ac.uk/5432/,1,False,,False,False,,,,3,10,True,
10007760,18,,667489,D,"Theory of storage, inventory and volatility in the LME base metals",,,Resources Policy,38,1,18,,,0301-4207,10.1016/j.resourpol.2012.06.014,,2013,http://eprints.bbk.ac.uk/4891/,1,False,,False,False,,,,1,,True,
10007760,18,,667491,D,"Forward curves, scarcity and price volatility in oil and natural gas markets",,,Energy Economics,31,4,576,,,0140-9883,10.1016/j.eneco.2009.01.014,,2009,http://eprints.bbk.ac.uk/1942/,1,False,,False,False,,,,17,,True,
10007760,18,,667493,D,Time-consistency in managing a commodity portfolio: a dynamic risk measure approach,,Elsevier,Journal of Banking & Finance,32,10,1991,,,0378-4266,10.1016/j.jbankfin.2007.05.020,,2008,http://eprints.bbk.ac.uk/1948/,1,False,,False,False,,,,4,,True,
10007760,18,,667495,D,Valuation of default-sensitive claims under imperfect information,,Springer,Finance and Stochastics,12,2,195,,,0949-2984,10.1007/s00780-007-0060-6,,2008,http://eprints.bbk.ac.uk/1949/,2,False,,False,False,,,,11,,True,
10007760,18,,667497,D,Involution products in Coxeter groups,,,Journal of Group Theory,14,2,251,,,1435-4446,10.1515/jgt.2010.053,,2011,http://eprints.bbk.ac.uk/811/,1,False,,False,False,,,,1,10,True,
10007760,18,,667499,D,Small maximal sum-free sets,,,Electronic Journal of Combinatorics,16,1,n/a,n/a,,1077-8926,,,2009,http://eprints.bbk.ac.uk/815/,1,False,,False,False,,,,0,10,True,
10007760,18,,667501,D,The case of equality in the Livingstone-Wagner Theorem,,,Journal of Algebraic Combinatorics,29,2,215,,,0925-9899,10.1007/s10801-008-0130-7,,2009,http://eprints.bbk.ac.uk/1954/,1,False,,False,False,,,,0,10,True,
10007760,18,,667503,D,A study of the uniform accuracy of univariate thin plate spline interpolation,,,Applied Numerical Mathematics,62,12,1781,,,01689274,10.1016/j.apnum.2012.06.031,,2012,http://eprints.bbk.ac.uk/2937/,1,False,,False,False,,,,0,10,True,
10007760,18,,667506,D,Closed form representations for a class of compactly supported radial basis functions,,,Advances in Computational Mathematics,36,1,115,,,1019-7168,10.1007/s10444-011-9184-5,,2012,http://eprints.bbk.ac.uk/2938/,0,False,,False,False,,,,3,10,True,
10007760,18,,667514,D,Regulating altruistic agents,,,Canadian Journal of Economics,44,1,227,,,0008-4085,10.1111/j.1540-5982.2010.01630.x,,2011,http://eprints.bbk.ac.uk/3643/,1,False,,False,False,,,,1,,True,
10007760,18,,667516,D,Enforcement missions: targets vs budgets,,Elsevier,Journal of Environmental Economics & Management,58,2,129,,,0095-0696,10.1016/j.jeem.2009.04.005,,2009,http://eprints.bbk.ac.uk/1957/,1,False,,False,False,,,,2,,True,
10007760,18,,667518,D,Persistent gaps and default traps,,Elsevier,Journal of Development Economics,89,2,271,,,0304-3878,10.1016/j.jdeveco.2008.06.013,,2009,http://eprints.bbk.ac.uk/1959/,2,False,,False,False,,,,6,,True,
10007760,18,,667520,D,An economic model of whistle-blower policy,,Oxford Journals,"Journal of Law, Economics & Organization",25,1,157,,,8756-6222,10.1093/jleo/ewm049,,2009,http://eprints.bbk.ac.uk/1956/,1,False,,False,False,,,,3,,True,
10007760,18,,667522,D,Forecasting and prequential validation for time varying meta-elliptical distributions,,,Journal of Time Series Econometrics,1,2,n/a,n/a,,1941-1928,10.2202/1941-1928.1005,,2009,http://eprints.bbk.ac.uk/7036/,1,False,,False,False,,,,,,True,
10007760,18,,667525,D,Distinct difference configurations: multihop paths and key predistribution in sensor networks,,,IEEE Transactions on Information Theory,56,8,3961,,,0018-9448,10.1109/TIT.2010.2050794,,2010,http://eprints.bbk.ac.uk/2907/,3,False,,False,False,,,,6,10,True,
10007760,18,,667527,D,"Two-dimensional patterns with distinct differences; constructions, bounds, and maximal anticodes",,,IEEE Transactions on Information Theory,56,3,1216,,,0018-9448,10.1109/TIT.2009.2039046,,2010,http://eprints.bbk.ac.uk/2906/,3,False,,False,False,,,,4,10,True,
10007760,18,,667529,D,Combinatorial batch codes,,,Advances in Mathematics of Communications,3,1,13,,,1930-5346,10.3934/amc.2009.3.13,,2009,http://eprints.bbk.ac.uk/2905/,2,False,,False,False,,,,7,10,True,
10007760,18,,667532,D,A geometric view of cryptographic equation solving,,,Journal of Mathematical Cryptology,2,1,63,,,1862-2976,10.1515/JMC.2008.004,,2008,http://eprints.bbk.ac.uk/2908/,1,False,,False,False,,,,1,10,True,
10007760,18,,667535,D,"Factor demand linkages, technology shocks, and the business cycle",,,Review of Economics and Statistics,94,4,948,,,0034-6535,10.1162/REST_a_00253,,2012,http://eprints.bbk.ac.uk/6868/,1,False,,False,False,,,,2,,True,
10007760,18,,667537,D,Input–output interactions and optimal monetary policy,,,Journal of Economic Dynamics and Control,35,11,1817,,,0165-1889,10.1016/j.jedc.2011.04.015,,2011,http://eprints.bbk.ac.uk/6867/,1,False,,False,False,,,,1,,True,
10007760,18,,667540,D,Inflation dynamics and real marginal costs: new evidence from U.S. manufacturing industries,,,Journal of Economic Dynamics and Control,36,5,779,,,0165-1889,10.1016/j.jedc.2012.01.009,,2012,http://eprints.bbk.ac.uk/4584/,1,False,,False,False,,,,1,,True,
10007760,18,,667542,D,Aggregate fluctuations and the cross-sectional dynamics of firm growth,,Wiley Blackwell,Journal of the Royal Statistical Society Series A,176,2,459,,,0964-1998,10.1111/j.1467-985X.2012.01047.x,,2013,http://eprints.bbk.ac.uk/6866/,2,False,,False,False,,,,0,,True,
10007760,18,,667544,D,Contemporaneous-threshold smooth transition GARCH models,,,Studies in Nonlinear Dynamics & Econometrics,15,2,n/a,1,,1081-1826,10.2202/1558-3708.1755,,2011,http://eprints.bbk.ac.uk/7034/,3,False,,False,False,,,,0,,True,
10007760,18,,667546,D,Selecting nonlinear time series models using information criteria,,,Journal of Time Series Analysis,30,4,369,,,0143-9782,10.1111/j.1467-9892.2009.00614.x,,2009,http://eprints.bbk.ac.uk/1962/,3,False,,False,False,,,,4,,True,
10007760,18,,667548,D,Assessing time-reversibility under minimal assumptions,,,Journal of Time Series Analysis,29,5,881,,,0143-9782,10.1111/j.1467-9892.2008.00587.x,,2008,http://eprints.bbk.ac.uk/1961/,0,False,,False,False,,,,2,,True,
10007760,18,,667550,D,On inference based on the one-sample sign statistic for long-range dependent data,,Springer,Computational Statistics,25,2,329,,,0943-4062,10.1007/s00180-009-0179-3,,2010,http://eprints.bbk.ac.uk/1963/,0,False,,False,False,,,,0,,True,
10007760,18,,667552,D,Testing exogeneity in the Bivariate Probit model: a Monte Carlo study,,Wiley,Oxford Bulletin of Economics and Statistics,70,2,271,,,0305-9049,10.1111/j.1468-0084.2007.00486.x,,2008,http://eprints.bbk.ac.uk/6799/,1,False,,False,False,,,,48,,True,
10007760,18,,667555,D,Estimation of a regression spline sample selection model,,,Computational Statistics & Data Analysis,61,,158,,,0167-9473,10.1016/j.csda.2012.12.010,,2013,http://eprints.bbk.ac.uk/6797/,1,False,True,False,False,,,,1,10,True,
10007760,18,,667557,D,Penalised regression splines: theory and application to medical research,,,Statistical Methods In Medical Research,19,2,107,,,0962-2802,10.1177/0962280208096688,,2010,http://eprints.bbk.ac.uk/6798/,1,False,True,False,False,,,,13,10,True,
10007760,18,,667559,D,Estimating the relationship between women's education and fertility in Botswana by using an instrumental variable approach to semiparametric expectile regression,,,Journal of the Royal Statistical Society: Series C (Applied Statistics),62,1,25,,,00359254,10.1111/j.1467-9876.2012.01050.x,,2012,http://eprints.bbk.ac.uk/7232/,3,False,True,False,False,,,,0,10,True,
10007760,18,,667561,D,Minimal factorizations of permutations into star transpositions,,,Discrete Mathematics,309,6,1435,,,0012365X,10.1016/j.disc.2008.02.018,,2009,http://eprints.bbk.ac.uk/2890/,1,False,,False,False,,,,6,10,True,
10007760,18,,667563,D,The number of lattice paths below a cyclically shifting boundary,,,"Journal of Combinatorial Theory, Series A",116,3,499,,,0097-3165,10.1016/j.jcta.2008.08.003,,2009,http://eprints.bbk.ac.uk/2889/,1,False,,False,False,,,,2,10,True,
10007760,18,,667565,D,Stanley's character polynomials and coloured factorisations in the symmetric group,,,"Journal of Combinatorial Theory, Series A",115,4,535,,,00973165,10.1016/j.jcta.2007.06.008,,2008,http://eprints.bbk.ac.uk/2887/,0,False,,False,False,,,,3,10,True,
10007760,18,,667567,D,Upper bound on the characters of the symmetric groups for balanced Young diagrams and a generalized Frobenius formula,,,Advances in Mathematics,218,3,673,,,00018708,10.1016/j.aim.2008.01.008,,2008,http://eprints.bbk.ac.uk/2888/,1,False,,False,False,,,,8,10,True,
10007760,18,,667569,D,Links and architecture in village networks,,Wiley,Economic Journal,119,537,917,,,0013-0133,10.1111/j.1468-0297.2009.02250.x,,2009,http://eprints.bbk.ac.uk/7171/,1,False,,False,False,,,,3,,True,
10007760,18,,667570,D,Belief heterogeneity and survival in incomplete markets,,Springer,Economic Theory,49,1,37,,,0938-2259,10.1007/s00199-010-0531-4,,2012,http://eprints.bbk.ac.uk/7167/,1,False,,False,False,,,,0,,True,
10007760,18,,667571,D,Choosing a gambling partner: testing a model of mutual insurance in the lab,,Springer,Theory and Decision,72,4,537,,,0040-5833,10.1007/s11238-011-9267-2,,2012,http://eprints.bbk.ac.uk/7172/,2,False,,False,False,,,,0,,True,
10007760,18,,667572,D,"Trust, trustworthiness and social networks: playing a trust game when networks are formed in the lab",,Elsevier,Journal of Economic Behavior & Organization,75,2,156,,,0167-2681,10.1016/j.jebo.2010.04.003,,2010,http://eprints.bbk.ac.uk/7170/,1,False,,False,False,,,,4,,True,
10007760,18,,667573,D,Is transparency about central bank plans desirable?,,,Journal of the European Economic Association,7,4,831,,,1542-4766,10.1162/JEEA.2009.7.4.831,,2009,http://eprints.bbk.ac.uk/1982/,0,False,,False,False,,,,3,,True,
10007760,18,,667574,C,The Icelandic Banking Crisis and What to Do About It,,Palgrave Macmillan,Preludes to the Icelandic Financial Crisis,,,,,9780230276925,,10.1057/9780230307148,,2011,http://eprints.bbk.ac.uk/7177/,1,False,,False,False,,,,,,False,
10007760,18,,667575,D,"Sexism and the city: irrational behaviour, cognitive errors and gender in the financial crisis",,Springer,Open Economies Review,21,1,163,,,0923-7992,10.1007/s11079-009-9149-1,,2010,http://eprints.bbk.ac.uk/1983/,0,False,,False,False,,,,0,,True,
10007760,18,,667576,U,Banker compensation and confirmation bias,,Centre for Economic Policy Research,,,,,,,,,,2009,http://eprints.bbk.ac.uk/7175/,1,False,,False,False,,,,,,False,
10007760,18,,667577,D,Identification of new Keynesian Phillips curves from a global perspective,,Wiley,"Journal of Money, Credit and Banking",41,7,1481,,,0022-2879,10.1111/j.1538-4616.2009.00264.x,,2009,http://eprints.bbk.ac.uk/1987/,3,False,,False,False,,,,9,,True,
10007760,18,,667578,D,Pairwise tests of purchasing power parity,,Taylor and Francis,Econometric Reviews,28,6,495,,,0747-4938,10.1080/07474930802473702,,2009,http://eprints.bbk.ac.uk/1989/,3,False,,False,False,,,,,,True,
10007760,18,,667580,D,EMU and the Lucas critique,,Elsevier,Economic Modelling,26,4,744,,,0264-9993,10.1016/j.econmod.2008.07.008,,2009,http://eprints.bbk.ac.uk/1984/,0,False,,False,False,,,,4,,True,
10007760,18,,667581,D,State-dependent threshold smooth transition autoregressive models,,,Oxford Bulletin of Economics and Statistics,n/a,,n/a,,,0305-9049,10.1111/j.1468-0084.2012.00719.x,,2013,http://eprints.bbk.ac.uk/7007/,3,False,,False,False,,,,0,,True,
10007760,18,,667582,D,Multivariate contemporaneous-threshold autoregressive models☆,,,Journal of Econometrics,160,2,311,,,0304-4076,10.1016/j.jeconom.2010.09.011,,2011,http://eprints.bbk.ac.uk/3001/,3,False,,False,False,,,,0,,True,
10007760,18,,667583,D,The effects of different parameterizations of Markov-switching in a CIR model of bond pricing,,,Studies in Nonlinear Dynamics & Econometrics,13,1,n/a,n/a,,1081-1826,10.2202/1558-3708.1490,,2009,http://eprints.bbk.ac.uk/1992/,3,False,,False,False,,,,1,,True,
10007760,18,,667584,D,REAL OPTIONS WITH PRICED REGIME-SWITCHING RISK,,,International Journal of Theoretical and Applied Finance,16,05,,1350028,,1793-6322,10.1142/S0219024913500283,,2013,http://eprints.bbk.ac.uk/7756/,2,False,,False,False,,,,0,,True,
10007760,18,,667585,D,Perhaps the 1970s FOMC did what it said it did,,,Journal of Monetary Economics,56,6,842,,,0304-3932,10.1016/j.jmoneco.2009.06.009,,2009,http://eprints.bbk.ac.uk/1993/,1,False,,False,False,,,,6,,True,
10007760,18,,667586,D,Term structure transmission of monetary policy,,,The North American Journal of Economics and Finance,19,1,71,,,1062-9408,10.1016/j.najef.2007.07.006,,2008,http://eprints.bbk.ac.uk/1994/,1,False,,False,False,,,,5,,True,
10007760,18,,667587,D,Are capital controls in the foreign exchange market effective?,,Elsevier,Journal of International Money & Finance,35,,36,,,0261-5606,10.1016/j.jimonfin.2013.01.005,,2013,http://eprints.bbk.ac.uk/6143/,2,False,,False,False,,,,1,,True,
10007760,18,,667588,D,Project finance as a driver of economic growth in low-income countries,,Elsevier,Review of Financial Economics,19,2,49,,,1058-3300,10.1016/j.rfe.2010.01.002,,2010,http://eprints.bbk.ac.uk/7038/,1,False,,False,False,,,,2,,True,
10007760,18,,667590,D,"The ""V-Factor"": distribution, timing and correlates of the great Indian growth turnaround",,Elsevier,Journal of Development Economics,99,1,58,,,0304-3878,10.1016/j.jdeveco.2011.09.002,,2012,http://eprints.bbk.ac.uk/4107/,1,False,,False,False,,,,4,,True,
10007760,18,,667592,D,"Information, heterogeneity and market incompleteness",,Elsevier,Journal of Monetary Economics,57,2,164,,,0304-3932,10.1016/j.jmoneco.2009.12.005,,2010,http://eprints.bbk.ac.uk/1995/,1,False,,False,False,,,,1,,True,
10007760,18,,667594,U,"The predictive space or if x predicts y, what does y tell us about x?",,"Birkbeck College, University of London",,,,,,,,,,2012,http://eprints.bbk.ac.uk/5949/,1,False,,False,False,,,,,,False,
10007760,18,,667596,D,"Miller and Modigliani, predictive return regressions and cointegration",,Blackwell,Oxford Bulletin of Economics & Statistics,70,2,181,,,0305-9049,10.1111/j.1468-0084.2007.00499.x,,2008,http://eprints.bbk.ac.uk/1996/,2,False,,False,False,,,,0,,True,
10007760,18,,667598,D,Modelling covariance structure in bivariate marginal models for longitudinal data,,,Biometrika,2012,3,649,,,1464-3510,10.1093/biomet/ass031,,2012,http://eprints.bbk.ac.uk/5439/,0,False,True,False,False,,,,0,10,True,
10007760,18,,667602,D,Two-stage estimation of inequality-constrained marginal linear models with longitudinal data,,,Journal of Statistical Planning and Inference,138,6,1905,,,03783758,10.1016/j.jspi.2007.07.011,,2008,http://eprints.bbk.ac.uk/2914/,1,False,True,False,False,,,,0,10,True,
10007760,18,,667604,D,Advertising as a predictor of investment,,,Economics Letters,116,1,60,,,0165-1765,10.1016/j.econlet.2011.12.079,,2012,http://eprints.bbk.ac.uk/5086/,1,False,,False,False,,,,0,,True,
10007760,18,,667606,D,An essay on the generational effect of employment protection,,Elsevier,Mathematical Social Sciences,59,3,349,,,0165-4896,10.1016/j.mathsocsci.2010.02.006,,2010,http://eprints.bbk.ac.uk/1997/,1,False,,False,False,,,,0,,True,
10007760,18,,667608,D,Lessons from a collapse of a financial system,,Wiley Blackwell,Economic Policy,26,66,183,,,0266-4658,10.1111/j.1468-0327.2011.00260.x,,2011,http://eprints.bbk.ac.uk/3573/,2,False,,False,False,,,,9,,True,
10007760,18,,667612,D,Corporatism and job satisfaction,,,Journal of Comparative Economics,n/a,,n/a,,,0147-5967,10.1016/j.jce.2013.01.005,,2013,http://eprints.bbk.ac.uk/5977/,1,False,,False,False,,,,0,,True,
10007760,18,,844034,D,On Identification of Bayesian DSGE Models,,,Journal of Business & Economic Statistics,31,3,300,,,1537-2707,10.1080/07350015.2013.773905,,2013,http://eprints.bbk.ac.uk/id/eprint/7769,2,False,,False,False,,,,,,True,
10007760,18,,1394237,D,"Liquidity, Term Spreads and Monetary Policy",,,The Economic Journal,,,n/a,,,00130133,10.1111/ecoj.12087,,2013,http://dx.doi.org/10.1111/ecoj.12087,1,False,,False,False,,,,,,True,
10007760,18,,1575591,D,Estimation of small area event rates and of the associated standard errors,,,Journal of Statistical Planning and Inference,142,7,2009,,,03783758,10.1016/j.jspi.2012.02.048,,2012,,1,False,,False,False,,,,0,10,True,
10007760,18,,1616508,D,Restricted maximum likelihood estimation of joint mean-covariance models,,,Canadian Journal of Statistics,40,2,225,,,0319-5724,10.1002/cjs.11130,,2012,http://eprints.bbk.ac.uk/id/eprint/8104,,False,,False,False,,,,0,10,True,
10007760,18,,1616564,D,Multivariate generalized linear mixed models with semi-nonparametric and smooth nonparametric random effects densities,,,Statistics and Computing,22,1,79,,,1573-1375,10.1007/s11222-010-9207-y,,2010,http://eprints.bbk.ac.uk/id/eprint/8106,1,False,,False,False,,,,2,10,True,
10007760,18,,1616904,D,Multivariate limited translation empirical Bayes estimators,,,Journal of Statistical Planning and Inference,140,5,1320,,,03783758,10.1016/j.jspi.2009.11.014,,2010,http://eprints.bbk.ac.uk/id/eprint/8107,1,False,,False,False,,,,0,10,True,
10007760,18,,1634650,A,Essential Mathematics for Market Risk Management,,John Wiley & Sons Ltd,,,,,,9781118467213,,10.1002/9781118467213,,2012,http://onlinelibrary.wiley.com/book/10.1002/9781118467213,0,False,True,False,False,,,,,10,False,"print edition  published 2011, Wiley, ISBN 9781119979524
online edition published 2012"
10007760,18,,1634675,D,Closed form representations and properties of the generalised Wendland functions,,,Journal of Approximation Theory,n/a,,n/a,n/a,,00219045,10.1016/j.jat.2013.09.005,,2013,http://dx.doi.org/10.1016/j.jat.2013.09.005,1,False,,False,False,,,,,10,True,
10006840,18,,3220531,D,Political regimes and foreign intervention,,,Journal of Development Economics,94,2,192,,,0304-3878,10.1016/j.jdeveco.2010.01.016,,2011,,1,False,,False,False,,,,0,,True,
10006840,18,,3220532,D,Retrospectives On the Definition of Economics,,,Journal of Economic Perspectives,23,1,221,,,0895-3309,10.1257/jep.23.1.221,,2009,,1,False,,False,False,,,,,,True,
10006840,18,,3220533,D,Robbins on Economic Generalizations and Reality in the Light of Modern Econometrics,,,Economica,76,,873,,,0013-0427,10.1111/j.1468-0335.2009.00805.x,,2009,,1,False,,False,False,,,,4,,True,
10006840,18,,3220534,D,Defining Economics: The Long Road to Acceptance of the Robbins Definition,,,Economica,76,,805,,,0013-0427,10.1111/j.1468-0335.2009.00789.x,,2009,,1,False,,False,False,,,,14,,True,
10006840,18,,3220535,D,Crime Reporting: Profiling and Neighbourhood Observation,,,The B E Journal of Theoretical Economics,10,1,,7,,1935-1704,10.2202/1935-1704.1625,,2010,,1,False,,False,False,,,,0,,True,
10006840,18,,3220536,D,Pre-electoral Coalitions and Post-election Bargaining,,,Quarterly Journal of Political Science,6,1,1,,,1554-0626,10.1561/100.00010043,,2011,,2,False,,False,False,,,,1,,True,
10006840,18,,3220537,D,"Growth, Foreign Direct Investment, and the Environment: Evidence From Chinese Cities",,,Journal of Regional Science,51,1,121,,,0022-4146,10.1111/j.1467-9787.2010.00674.x,,2011,,2,False,,False,False,,,,9,,True,
10006840,18,,3220538,D,Dirty money: Is there a wage premium for working in a pollution intensive industry?,,,Journal of Risk and Uncertainty,39,2,161,,,0895-5646,10.1007/s11166-009-9077-x,,2009,,2,False,,False,False,,,,3,,True,
10006840,18,,3220539,D,Institutionalized pollution havens,,,Ecological Economics,68,4,1239,,,0921-8009,10.1016/j.ecolecon.2008.08.011,,2009,,1,False,,False,False,,,,4,,True,
10006840,18,,3220540,D,Moral Judgements in Social Dilemmas: How Bad is Free Riding?,,,Journal of Public Economics,95,3-4,253,,,0047-2727,10.1016/j.jpubeco.2010.10.011,,2011,,3,False,,False,False,,,,6,,True,
10006840,18,,3220541,D,Signaling without a common prior: Results on experimental equilibrium selection,,,Games and Economic Behaviour,74,1,102,,,0899-8256,10.1016/j.geb.2011.05.004,,2012,,2,False,,False,False,,,,0,,True,
10006840,18,,3220542,D,"Governance regimes, corruption and growth: Theory and evidence",,,Journal of Comparative Economics,36,2,195,,,0147-5967,10.1016/j.jce.2007.11.004,,2008,,2,False,,False,False,,,,36,,True,
10006840,18,,3220543,D,Policy Compromises: Corruption and Regulation in A Democracy,,,Economics and Politics,20,3,335,,,0954-1985,10.1111/j.1468-0343.2008.00332.x,,2008,,1,False,,False,False,,,,8,,True,
