UKPRN,UnitOfAssessment,MultipleSubmission,Identifier,OutputType,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsNonEnglishOutput,IsInterdisciplinary,ProposeDoubleWeighting,IsReserveOutput,DoubleWeightingStatement,EnglishAbstract,ResearchGroup,CitedByCount,CrossReferToUoa,CitationsApplicable,AdditionalInformation
10000571,25,,2964314,D,Assessing Scientific and Technological Enquiry Skills at Age 11 using the e-scape System,,Springer Netherlands,International Journal of Technology and Design Education,22,2,247,,,0957-7572,10.1007/s10798-011-9191-3,,2012,http://researchspace.bathspa.ac.uk/498/,2,False,,False,False,,,,,,False,
10000571,25,,2964316,D,The role of first-hand experience in the development education of university students,,,International Journal of Development Education and Global Learning,2,2,35,,,1756-526X,,,2010,http://researchspace.bathspa.ac.uk/499/,1,False,,False,False,,,,,,False,
10000571,25,,2964318,D,What’s changed? Issues of impact and evaluation in primary science professional development,,Taylor and Francis,Professional Development in Education,36,3,511,,,1941-5257,10.1080/19415250903319309,,2010,http://researchspace.bathspa.ac.uk/500/,0,False,,False,False,,,,,,False,
10000571,25,,2964319,D,Creative learning environments in education — A systematic literature review,,Elsevier,Thinking Skills and Creativity,8,April,80,,,1871-1871,10.1016/j.tsc.2012.07.004,,2013,http://researchspace.bathspa.ac.uk/502/,5,False,,False,False,,,,,,False,
10000571,25,,2964321,D,"Management, skills and creativity: the purpose and  value of instrumental reasoning in education discourse",,Taylor & Francis,Oxford Review of Education,37,6,699,,,0305-4985,10.1080/03054985.2011.635104,,2011,http://researchspace.bathspa.ac.uk/505/,0,False,,False,False,,,,,,False,
10000571,25,,2964323,D,Economic wellbeing: critical reflections upon policy and practice in English primary schools,,Taylor & Francis,Journal of Curriculum Studies,44,5,631,,,0022-0272,10.1080/00220272.2012.675357,,2012,http://researchspace.bathspa.ac.uk/506/,0,False,,False,False,,,,,,False,
10000571,25,,2964325,D,"Ideology, instrumentality and economics education: on the secretion of values within philanthropy, financial capability and enterprise education in English schools",,,International Review of Economics Education,7,2,57,,,1477-3880,,,2008,http://researchspace.bathspa.ac.uk/507/,0,False,,False,False,,,,,,False,
10000571,25,,2964327,D,"The teaching of democracy: challenging the meaning of participation, discourse and dissent in the English school curriculum",,,"Citizenship, Social and Economics Education",8,1,5,,,1478-8047,10.2304/csee.2009.8.1.5,,2009,http://researchspace.bathspa.ac.uk/508/,0,False,,False,False,,,,,,False,
10000571,25,,2964329,D,Undergraduates and research: connectivity in the university,,,Educational Studies,39,5,535,,,0305-5698,10.1080/03055698.2013.801771,,2013,http://researchspace.bathspa.ac.uk/1627/,0,False,,False,False,,,,,,False,
10000571,25,,2964331,D,"Workforce development, higher education and productive systems",,,Journal of Education and Work,26,5,1,,,1469-9435,10.1080/13639080.2012.758357,,2013,http://researchspace.bathspa.ac.uk/1629/,0,False,,False,False,,,,,,False,
10000571,25,,2964332,D,Skills governance and the workforce development programme,,Taylor & Francis,Journal of Higher Education Policy and Management,35,1,54,,,1360-080X,10.1080/1360080X.2013.748476,,2013,http://researchspace.bathspa.ac.uk/1632/,0,False,,False,False,,,,,,False,
10000571,25,,2964334,D,A productive system of early years professional development,,Taylor & Francis,Early Years: An International Research Journal,33,2,106,,,0957-5146,10.1080/09575146.2012.744958,,2013,http://researchspace.bathspa.ac.uk/1630/,0,False,,False,False,,,,,,False,
10000571,25,,2964336,C,The Adaptive Problem of Absent Third-Party Punishment,,Cambridge Scholars,Human Characteristics: Evolutionary Perspectives on Human Mind and Kind,,,205,,978-1443802130,,,,2009,http://researchspace.bathspa.ac.uk/961/,2,False,,False,False,,,,,,False,
10000571,25,,2964337,C,'Requisite Irony' and the 'Knowledge Based Economy': a critical discourse analysis of the drafting of education policy in the European Union,,Sense Publishers,Education and the Knowledge Based Economy in Europe,,,127,,9789087906238,,,,2008,http://researchspace.bathspa.ac.uk/1092/,0,False,,False,False,,,,,,False,
10000571,25,,2964339,D,Regulatory regionalism and education: the European Union in central Asia.,,,"Globalisation, Societies and Education",8,1,59,,,1476-7724,10.1080/14767720903574082,,2010,http://researchspace.bathspa.ac.uk/1094/,0,False,,False,False,,,,,,False,
10000571,25,,2964341,D,The politics of the economics of education in the European Union,,,European Educational Research Journal,9,3,359,,,1474-9041,10.2304/eerj.2010.9.3.359,,2010,http://researchspace.bathspa.ac.uk/1095/,0,False,,False,False,,,,,,False,
10000571,25,,2964343,D,The European Institute of Technology and the Europe of knowledge: a research agenda,,,"Globalisation, Societies and Education",6,3,291,,,1476-7724,10.1080/14767720802343357,,2008,http://researchspace.bathspa.ac.uk/1097/,0,False,,False,False,,,,,,False,
10000571,25,,2964345,D,Meritocracy and the Gaokao: a survey study of higher education selection and socio-economic participation in East China,,Taylor & Francis,British Journal of Sociology of Education,34,5-06,868,,,0142-5692,10.1080/01425692.2013.816237,,2013,http://researchspace.bathspa.ac.uk/1624/,0,False,,False,False,,,,,,False,
10000571,25,,2964347,A,Dyslexia and Learning Style: a practitioner's handbook (2nd Edn),,John Wiley & Sons,,,,,,9780470511688,,,,2008,http://researchspace.bathspa.ac.uk/1101/,0,False,,False,False,,,,,,False,"This second edition of a rigorous, research-informed textbook, includes substantial new findings from an empirical study which aimed to examine associations between dyslexia and a particular processing style or preference for a specific mode of presentation in lectures.  Using Riding’s Cognitive Style Analysis (CSA) as an analytical tool, the author conducted a quantitative control trial with 118 male higher education students, 60 with dyslexia and 58 without, matched for course studied and academic year. A lecture was presented to participants with and without visual reinforcements and answers to comprehension questions were compared across the two groups to measure the impact of mode of presentation on retention of information, across both dyslexic and non-dyslexic control participants. ANOVA and multiple regression analyses revealed no relationship between lecture scores when presentation mode was matched with the individual’s style category as measured on the verbaliser/ imager dimension of the CSA for either dyslexic or control group. Chapters 2 and 6 of this second edition have been substantially re-written in the light of the author’s further research, with chapter 5 (p.91) making explicit reference to the above study.  The theoretical position of this second edition has thus shifted in the light of new evidence, rendering it significantly different from the first edition."
10000571,25,,2964349,C,Identifying and Supporting Literacy Acquisition in Bilingual Learners Potentially at Risk of SPLD Dyslexia.   The Big Lottery Dyslexia and Multilingualism Project,,BDA,"Dyslexia, Languages  and Multilingualism",,,,,BDA 2012,,,,2012,http://researchspace.bathspa.ac.uk/1102/,0,False,,False,True,,,,,,False,
10000571,25,,2964351,D,Dyslexia in higher education: creating a fully inclusive institution,,,Journal of Research in Special Educational Needs,13,1,38,,,1471-3802,10.1111/j.1471-3802.2012.01231.x,,2013,http://researchspace.bathspa.ac.uk/1103/,0,False,,False,False,,,,,,False,
10000571,25,,2964352,N,Dyslexia and Multilingualism: Identifying and supporting bilingual learners who might be at risk of developing SpLD/dyslexia,,British Dyslexia Association,,,,,,,,,,2012,http://researchspace.bathspa.ac.uk/1143/,7,False,,True,False,"This output is claimed for double-weighting since it constitutes a detailed and comprehensive final report of a large-scale, two year, externally-funded project, led by Mortimore, who is also the principal author of the report. This ambitious project was composed of three interlinked studies, each of which corresponds to a section of the report: an intervention study comparing the impact of strategies (Section C:1); verification of the screening instrument by comparison with a full specialist assessment procedure (Section C:2); and a qualitative study exploring the human experience of the intervention through questionnaires, interviews and focus groups (Section C:3).",,,,,False,
10000571,25,,2964354,B,Education and Reconciliation: Exploring Conflict and Post-Conflict Situations,,Continuum,,,,,,9781441153258,,,,2011,http://researchspace.bathspa.ac.uk/1106/,0,False,,False,False,,,,,,False,
10000571,25,,2964356,C,Truth Commissions and National Curricula: the case of Recordandonos in Peru,,Harvard University Press,"Children and Transitional Justice: Truth-telling, accountability and reconciliation",,,327,,9780979639548,,,,2010,http://researchspace.bathspa.ac.uk/1107/,0,False,,False,False,,,,,,False,
10000571,25,,2964358,D,'History and hysteria': Peru's Truth and Reconciliation Commission and conflict in the national curriculum,,,"International Journal for Education, Law and Policy",spec,Specia,132,,,1386-8349,,,2010,http://researchspace.bathspa.ac.uk/1113/,0,False,,False,False,,,,,,False,
10000571,25,,2964359,N,"(Re)Creating Education in Postconflict Contexts: transitional justice, education, and human development",,International Center for Transitional Justice,,,,,,,,,,2009,http://researchspace.bathspa.ac.uk/1114/,0,False,,False,False,,,,,,False,
10000571,25,,2964361,A,"Aspiration, Identity and Self Belief: snapshots of social structure at work",,Trentham Books,,,,,,9781858564654,,,,2010,http://researchspace.bathspa.ac.uk/546/,0,False,,False,False,,,,,,False,
10000571,25,,2964362,E,Continuity and Change: Social and educational mechanisms for ‘driving’ social mobility under the coalition government,,,British Educational Research Association Annual Conference 2011  http://www.leeds.ac.uk/educol/documents/204995.pdf,,,1,,,,,,2011,http://researchspace.bathspa.ac.uk/550/,0,False,,False,False,,,,,,False,
10000571,25,,2964364,D,Changing policy levers under the neoliberal state: realising coalition policy on education and social mobility,,,Journal of Education Policy,28,6,847,,,1464-5106,10.1080/02680939.2013.812247,,2013,http://researchspace.bathspa.ac.uk/1604/,0,False,,False,False,,,,,,False,
10000571,25,,2964366,A,The Role of the Adult in Early Years Settings,,Open University Press,,,,,,9780335242306,,,,2012,http://researchspace.bathspa.ac.uk/551/,1,False,,False,False,,,,,,False,"This textbook, of which Rose is the principal author, is informed by an original theoretical framework - the ‘plural practitioner’ - which emerged from her empirical study of 100 student practitioners on a sector-endorsed ‘Top Up’ BA degree in Early Childhood Studies, together with a systematic review of the literature. She used focus group discussions explored the student practitioners’ insights into their role in providing quality practice. The methodology was interpretive, with both deductive and inductive approaches employed to analyse the qualitative, narrative data sets, which were correlated to the literature.  Although data analysis was shared by the authors, the bulk of work was undertaken by Rose and she created the concept of ‘the plural practitioner’.  Once the framework had been compiled, a ‘member check’ was conducted via a questionnaire (analysed using descriptive statistics) which was utilised to validate the framework. This final analysis was undertaken by Rose. The book also drew on a second piece of research, developed by Rose, which underpinned a key theme explored throughout the book in relation to adult roles, namely ‘child and adult initiated activities’.  A different purposive sample was used of 100 experienced early years practitioners who were undertaking the Early Years Practitioner Status (EYPS) qualification. The research design and methodology mirrored the first project and the analytical process followed the same route (recorded focus group discussions to generate reflective discourse and the use of grounded theory, narrative and content analysis to interrogate the data). A review of the findings from this second study is outlined in the book."
10000571,25,,2964368,D,Principles under pressure: student teachers’ perspectives on final teaching practice in early childhood classrooms,,Taylor & Francis,International Journal of Early Years Education,20,1,43,,,0966 9760,10.1080/09669760.2012.664472,,2012,http://researchspace.bathspa.ac.uk/553/,1,False,,False,False,,,,,,False,
10000571,25,,2964371,D,Transformative empowerment: stimulating transformations in Early Years practice,,,Learning and Teaching in Higher Education,5,,56,,,1742-240X,,,2011,http://researchspace.bathspa.ac.uk/554/,3,False,,False,False,,,,,,False,
10000571,25,,2964373,D,"Active engagement, emotional impact and changes in practice arising from a residential field trip",,Taylor & Francis,International Journal of Early Years Education,21,1,22,,,0966-9760,10.1080/09669760.2013.771320,,2013,http://researchspace.bathspa.ac.uk/1505/,3,False,,False,False,,,,,,False,
10000571,25,,2964376,D,"Juvenile Offenders: Developing Motivation, Engagement, and Meaning-Making Through Video Game Creation",,IGI Global,International Journal of Game Based Learning,3,2,112,,,2155-6849,10.4018/ijgbl.2013040107,,2013,http://researchspace.bathspa.ac.uk/1495/,2,False,,False,False,,,,,,False,
10000571,25,,2964378,A,Does Every Child Matter? Understanding New Labour's Social Reforms,,Routledge,,,,,,9780415495790,,,,2010,http://researchspace.bathspa.ac.uk/562/,1,False,,False,False,,,,,,False,
10000571,25,,2964380,D,Extended schooling and community education: mapping the policy terrain,,,London Review of Education,11,1,20,,,1474-8460,10.1080/14748460.2012.761817,,2013,http://researchspace.bathspa.ac.uk/563/,0,False,,False,False,,,,,,False,
10000571,25,,2964382,D,Designing accredited continuing professional development for the Children's Workforce: challenges and opportunities facing higher education in England,,,Professional Development in Education,37,1,111,,,1941-5257,10.1080/19415257.2010.486585,,2011,http://researchspace.bathspa.ac.uk/564/,1,False,,False,False,,,,,,False,
10000571,25,,2964384,D,Every Parent Matters: reflections from England upon New Labour's parent policy,,,Canadian Journal of Educational Administration and Policy,114,,93,,,1207-7798,,,2010,http://researchspace.bathspa.ac.uk/565/,1,False,,False,False,,,,,,False,
10007152,25,,176197,D,"A reflection on adaptability, achievement motivation and success of Central and Eastern European students in one English university",,,Compare: A Journal of Comparative and International Education,41,6,801,,,1469-3623,10.1080/03057925.2011.602536,,2011,,,False,,False,False,,,,,,False,
10007152,25,,176199,D,Taking Concept Mapping (CM) forward with socially mediated structured approaches,,,"Journal for Learning Development in Higher Education (	Special Edition: Researching and Evaluating Personal Development Planning and e-Portfolio Practice)",0,,0,,,1759-667X,,,2010,http://www.aldinhe.ac.uk/ojs/index.php?journal=jldhe&page=article&op=view&path[]=112,,False,,False,False,,,,,,False,
10007152,25,,176200,D,Improving the Professional Knowledge Base for Education: using knowledge management and Web 2.0 tools,,,Policy Futures in Education,9,5,644,,,1478-2103,10.2304/pfie.2011.9.5.644,,2011,,,False,,False,False,,,,,,False,
10007152,25,,176201,C,Research Impact and Dissemination,,Sage Publications,Research Methods and Methodologies in Education,,,,,9780857020390,,,,2012,http://www.uk.sagepub.com/books/Book235020#tabview=toc,,False,,False,False,,,,,,False,
10007152,25,,176202,A,Teaching with Technologies: The Essential Guide,,Maidenhead: OUP,,,,,,9780335246182,,,,2013,,1,False,,False,False,,,,,,False,
10007152,25,,176203,D,National models for continuing professional development: the challenges of twenty-first-century knowledge management,,,Professional Development in Education,39,2,273,,,1941-5265,10.1080/19415257.2012.749801,,2013,,1,False,,False,False,,,,,,False,
10007152,25,,176204,D,‘They do not relate to Black people like us’: Black teachers as role models for Black pupils,,,Journal of Education Policy,24,1,1,,,1464-5106,10.1080/02680930802382946,,2009,,,False,,False,False,,,,,,False,
10007152,25,,176205,D,"Notions of diversity, British identities and citizenship belonging",,,Race Ethnicity and Education,13,2,233,,,1470-109X,10.1080/13613321003726884,,2010,,,False,,False,False,,,,,,False,
10007152,25,,176206,D,What is the meaning of ‘black’? Researching ‘black’ respondents,,,Ethnic and Racial Studies,32,2,369,,,1466-4356,10.1080/01419870802196773,,2009,,,False,,False,False,,,,,,False,
10007152,25,,176207,D,Exploring the impact of supplementary schools on Black and Minority Ethnic pupils’ mainstream attainment,,,British Educational Research Journal,39,1,107,,,1469-3518,10.1080/01411926.2011.614689,,2011,,5,False,,False,False,,,,,,False,
10007152,25,,176218,D,Braided learning: an emerging process observed in e-communities of practice,,,International Journal of Web Based Communities,4,2,220,,,1741-8216,10.1504/IJWBC.2008.017674,,2008,,,False,,False,False,,,,,,False,
10007152,25,,176226,D,"Professional development, changes in teacher practice and improvements in Indigenous students’ educational performance: A case study from New Zealand",,,Teaching and Teacher Education,28,5,694,,,0742051X,10.1016/j.tate.2012.02.002,,2012,,4,False,,False,False,,,,,,False,
10007152,25,,176227,A,Inclusion through participation in communities of practice in schools,,Dunmore Press,,,,,,9781877399404,,,,2009,http://www.dunmore.co.nz/product/67104-Inclusionthroughparticipationincommunitiesofpracticeinschools-9781877399404,1,False,,False,False,,,,,,False,
10007152,25,,176229,D,Viewing restorative approaches to addressing challenging behaviour of minority ethnic students through a community of practice lens,,,Cambridge Journal of Education,42,2,253,,,1469-3577,10.1080/0305764X.2012.676626,,2012,,1,False,,False,False,,,,,,False,
10007152,25,,176230,D,‘Shoot for the moon!’ Students' identities as writers in the context of the classroom,,,British Journal of Special Education,38,2,92,,,09523383,10.1111/j.1467-8578.2011.00502.x,,2011,,2,False,,False,False,,,,,,False,
10007152,25,,1697770,D,Children's behaviour and cognitions across different balance tasks,,,Learning and Instruction,18,1,42,,,09594752,10.1016/j.learninstruc.2006.09.008,,2008,,2,False,,False,False,,,,,,False,
10007152,25,,1697980,N,"Access to the curriculum for pupils with a variety of special educational needs in mainstream classes’ NCSE Research reports, No 8",,The National Council for Special Education,,,,,,,,,,2011,http://www.ncse.ie/uploads/1/accesstothecurriculum_1.pdf,4,False,,False,False,,,,,,False,
10007152,25,,1698304,N,Addressing the challenges and barriers to inclusion in Irish schools,,Research and Development Committee of the Department of Education and Skills,,,,,,,,,,2010,http://www.spd.dcu.ie/site/edc/documents/StPatricksCollegeSENReport2010.pdf,7,False,,False,False,,,,,,False,
10007152,25,,1698483,N,"Research report on the role of special schools and classes in Ireland NCSE Research Reports, No 4",,The National Council for Special Education,,,,,,,,,,2010,http://www.ncse.ie/uploads/1/4_ncse_specschlsclas.pdf,10,False,,False,False,,,,,,False,
10007152,25,,1698805,D,Secret codes: the hidden curriculum of semantic web technologies,,,Discourse: Studies in the Cultural Politics of Education,33,4,575,,,1469-3739,10.1080/01596306.2012.692963,,2012,,1,False,,False,False,,,,,,False,
10007152,25,,1698807,D,"Cases, simulacra, and Semantic Web technologies",,,Journal of Computer Assisted Learning,29,1,31,,,02664909,10.1111/j.1365-2729.2011.00459.x,,2011,,1,False,,False,False,,,,,,False,
10007152,25,,1698808,D,Research Capacity Building in Education: The Role of Digital Archives,,,British Journal of Educational Studies,59,3,323,,,1467-8527,10.1080/00071005.2011.599788,,2011,,,False,,False,False,,,,,,False,
10007152,25,,1698810,A,Researching and Understanding Educational Networks,,Routledge,,,,,,978-0-415-49483-0,,,,2011,,3,False,,False,False,,,,,,False,
10007152,25,,1698813,A,The London Association for the Teaching of English 1947–67A History,,Trentham Books Ltd,,,,,,978-1-85856-520-0,,,,2013,,,False,,False,False,,,,,,False,
10007152,25,,1698815,D,‘To know the world of the school and change it’ An Exploration of Harold Rosen's Contribution to the Early Work of the London Association for the Teaching of English,,,Changing English,16,1,93,,,1469-3585,10.1080/13586840802653083,,2009,,,False,,False,False,,,,,,False,
10007152,25,,1698816,D,"A Tale of Two Conferences: L.A.T.E., Two Key Moments in the Development of ‘London' English and the Questions that Still Need Asking",,,Changing English,19,3,295,,,1469-3585,10.1080/1358684X.2012.704580,,2012,,,False,,False,False,,,,,,False,
10007152,25,,1698817,D,Assessing English: A trial collaborative standardised marking project,,,English Teaching: Practice and Critique,9,3,26,,,11758708,,,2010,,1,False,,False,False,,,,,,False,
10007152,25,,1698823,A,"Citizenship and Democracy in Further and Adult Education.  Lifelong Learning Book Series, Vol. 18",,Springer,,,,,,978-94-007-7229-8,,,,2013,,,False,,False,False,,,,,,False,
10007152,25,,2637514,D,"School Leadership Development in  Commonwealth Countries:
Learning Across Boundaries",,,ISEA,39,3,59,,,1324-1702,,,2011,,1,False,,False,False,,,,,,False,
10007152,25,,2637516,D,Networking for school leadership in South Africa: perceptions and realities,,,School Leadership & Management,32,3,215,,,1364-2626,10.1080/13632434.2012.688738,,2012,,1,False,,False,False,,,,,,False,
10007152,25,,2637517,D,Constructing a leader's identity through a leadership development programme: An intersectional analysis,,,Educational Management Administration & Leadership,n/a,n/a,1,,,1741-1440,10.1177/1741143213494888,,2013,,,False,,False,False,,,,,,False,
10007152,25,,2637519,D,"Mentoring for school leadership in South Africa: diversity, dissimilarity and disadvantage",,,Professional Development in Education,38,3,487,,,1941-5265,10.1080/19415257.2011.637430,,2012,,,False,,False,False,,,,,,False,
10006840,25,,3221214,A,"Motivating learners, Motivating teachers: The role of vision in language education",,Cambridge University Press,,,,,,1107606640,,,,2013,,1,False,,False,True,,,,,,False,
10006840,25,,3221215,D,‘As a country we do expect’: The further extension of language testing regimes in the UK,,,Language Assessment Quarterly,6,,6,,,1543-4303,10.1080/15434300802606465,,2009,,0,False,,False,False,,,,,,False,
10006840,25,,3221216,D,Meaning-Making as Dialogic Process: Official and Carnival Lives in the Language Classroom,,,"Journal of Language, Identity and Education",8,4,236,,,1534-8458,10.1080/15348450903130413,,2009,,1,False,,False,False,,,,,,False,
10006840,25,,3221217,D,'Because tumi Bangali': Inventing and disinventing the national in multilingual communities in the UK,,,Ethnicities,9,4,451,,,1468-7968,10.1177/1468796809345605,,2009,,1,False,,False,False,,,,,,False,
10006840,25,,3221218,D,Contesting 'Language' as 'Heritage': Negotiation of Identities in Late Modernity,,,Applied Linguistics,29,4,533,,,0142-6001,10.1093/applin/amn024,,2008,,8,False,,False,False,,,,,,False,
10006840,25,,3221219,D,Towards a sociolinguistics of superdiversity,,,Zeitschrift fur Erziehungswissenschaft,13,4,549,,,1434-663X,10.1007/s11618-010-0159-y,,2010,,1,False,,False,False,,,,,,False,
10006840,25,,3221220,A,"Multilingualism, A Critical Perspective (Advances in Sociolinguistics)",,Continuum,,,,,,9780826492104,,,,2010,,1,False,,False,False,,,,,,False,
